Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li,Voltage (V),Capacity (mAh/g),Li
3.714384155,5.752488537,0.978874445,4.41616333,5.750779196,0.114493817,3.629069824,5.752414521,0.883434251,4.389559937,5.750714585,0.134629958,3.642218628,5.752349017,0.889296726,4.320758057,5.750719922,0.17452685,3.672491455,5.752136517,0.897040612,4.247063599,5.750551496,0.230417512
3.714995728,6.002595319,0.977955948,4.41218811,6.000813199,0.115412047,3.62937561,6.002519467,0.88251576,4.385890503,6.000744713,0.135548174,3.642218628,6.002452309,0.888378242,4.317394409,6.000750344,0.175445067,3.672797241,6.002230738,0.896122161,4.245534668,6.000572827,0.231335696
3.714995728,6.252702375,0.97703745,4.408212891,6.250847467,0.116330278,3.629681396,6.252624686,0.881597269,4.381303711,6.250776363,0.136466395,3.642524414,6.252553886,0.887459764,4.314030762,6.250780726,0.176363283,3.672797241,6.252326755,0.895203704,4.244005737,6.250594158,0.232253879
3.7156073,6.502809411,0.976118952,4.404543457,6.500881014,0.117248506,3.629987183,6.502730312,0.880678776,4.377328491,6.500806694,0.137384612,3.643441772,6.502656042,0.886541283,4.3109729,6.500810367,0.177281497,3.672797241,6.502422589,0.894285247,4.242171021,6.50061549,0.233172062
3.715913086,6.752917908,0.975200448,4.400568237,6.750916033,0.11816674,3.629987183,6.752834851,0.879760287,4.373659058,6.750839196,0.138302836,3.643135986,6.752758167,0.885622803,4.308220825,6.750842067,0.178199719,3.673103027,6.752517997,0.893366791,4.24064209,6.75065204,0.234090302
3.716524658,7.003025086,0.97428195,4.396287231,7.000950838,0.119084973,3.630904541,7.002940091,0.878841795,4.369072266,7.000870349,0.139221056,3.643747559,7.002860393,0.884704323,4.305162964,7.000872418,0.179117935,3.673103027,7.002613436,0.892448336,4.238195801,7.000688591,0.235008541
3.716830444,7.253131705,0.973363453,4.392617798,7.250985369,0.120003204,3.631210327,7.253045281,0.877923304,4.365097046,7.250902333,0.140139278,3.643747559,7.25296057,0.88378585,4.302105103,7.250903713,0.180036155,3.673408813,7.252709047,0.89152988,4.23666687,7.250725141,0.23592678
3.71713623,7.503238974,0.972444954,4.388642578,7.501020378,0.120921438,3.631821899,7.503149729,0.877004816,4.361121826,7.500933963,0.141057499,3.643747559,7.503061488,0.882867374,4.299353027,7.500935059,0.180954375,3.6737146,7.502803431,0.890611428,4.235137939,7.500731253,0.236844908
3.71713623,7.753346649,0.971526454,4.384667358,7.751054574,0.121839669,3.631821899,7.753253224,0.87608633,4.357452393,7.75096608,0.141975722,3.643747559,7.753162324,0.881948899,4.296295166,7.750966374,0.181872595,3.674020386,7.752899215,0.889692971,4.233303223,7.750752584,0.237763091
3.717747803,8.003453797,0.970607955,4.37977478,8.001088517,0.122757898,3.632127686,8.00335685,0.875167845,4.352865601,8.000997831,0.142893944,3.644664917,8.003262897,0.881030425,4.293543091,8.000997831,0.182790816,3.6737146,8.002994613,0.888774516,4.232080078,8.000773916,0.238681274
3.718053589,8.253560772,0.969689457,4.375799561,8.251122034,0.123676126,3.632739258,8.253461624,0.874249355,4.348890381,8.25103014,0.143812168,3.644664917,8.253365428,0.880111943,4.290791016,8.25102944,0.183709037,3.674020386,8.253090467,0.887856059,4.230245361,8.250810466,0.239599514
3.718359375,8.503669197,0.968770954,4.371518555,8.501155764,0.124594355,3.633045044,8.503566366,0.873330865,4.345220947,8.50106112,0.144730386,3.644664917,8.503466528,0.879193467,4.288344727,8.501060461,0.184627256,3.674020386,8.503185794,0.886937604,4.229022217,8.500847017,0.240517753
3.718665161,8.753777268,0.967852452,4.367237549,8.751190224,0.125512587,3.63335083,8.753671555,0.872412374,4.341551514,8.75109208,0.145648605,3.645582275,8.753567273,0.878274992,4.285286865,8.751090873,0.185545473,3.674326172,8.753280137,0.886019152,4.2271875,8.750868348,0.241435936
3.718970947,9.003884466,0.966933953,4.362956543,9.001224015,0.126430816,3.633656616,9.003776572,0.871493883,4.337576294,9.0011237,0.146566826,3.645582275,9.003668658,0.877356514,4.28253479,9.001123051,0.186463696,3.674937744,9.003375424,0.885100697,4.226270142,9.000889679,0.24235412
3.718970947,9.253992253,0.966015453,4.359287109,9.251258526,0.127349048,3.634573975,9.253880828,0.870575395,4.333601074,9.251154893,0.147485046,3.645582275,9.253769342,0.87643804,4.280088501,9.251154254,0.187381915,3.674937744,9.253470822,0.884182242,4.224435425,9.25091101,0.243272303
3.719276733,9.504100192,0.965096951,4.354700317,9.501291586,0.128267274,3.634573975,9.503984749,0.869656909,4.329625854,9.50118704,0.148403269,3.646499634,9.503871173,0.875519561,4.277642212,9.501185569,0.188300135,3.674937744,9.503566017,0.883263787,4.223518066,9.500932342,0.244190486
3.71958252,9.754207156,0.964178453,4.351030884,9.751325154,0.129185503,3.634879761,9.754090536,0.868738415,4.326567993,9.751218812,0.149321491,3.647111206,9.753972425,0.874601084,4.274890137,9.751216793,0.189218355,3.675549316,9.753661791,0.882345331,4.221377563,9.750968892,0.245108726
3.720194092,10.00431347,0.963259958,4.346749878,10.001359,0.130103732,3.635491333,10.00419538,0.867819925,4.322592773,10.00125115,0.150239714,3.647111206,10.00407418,0.873682605,4.272749634,10.00124806,0.190136575,3.676160889,10.00375727,0.881426875,4.219848633,10.00099022,0.246026909
3.720499878,10.25442078,0.962341459,4.343080444,10.2513935,0.131021964,3.636102905,10.25430018,0.866901435,4.319840698,10.25128255,0.151157935,3.647416992,10.25417648,0.872764124,4.269997559,10.25128036,0.191054799,3.675855103,10.25385263,0.88050842,4.218625488,10.25102677,0.246945148
3.720805664,10.50452822,0.961422959,4.338799438,10.50142896,0.131940199,3.636408691,10.5044043,0.865982948,4.315559692,10.5013135,0.152076154,3.647416992,10.50427759,0.871845648,4.267857056,10.50131138,0.191973018,3.676466675,10.50394695,0.879589968,4.217402344,10.50106332,0.247863388
3.720805664,10.75463596,0.960504458,4.335130005,10.75146241,0.132858427,3.636408691,10.75450913,0.865064458,4.312196045,10.75134597,0.152994378,3.648028564,10.75437886,0.870927171,4.265410767,10.75134171,0.192891234,3.676772461,10.75404232,0.878671513,4.215873413,10.75108466,0.248781571
3.720805664,11.00474275,0.959585961,4.331154785,11.00149639,0.133776657,3.637020264,11.00461525,0.864145963,4.308832397,11.00137782,0.1539126,3.648640137,11.00448085,0.870008691,4.262964478,11.00137231,0.193809451,3.676772461,11.00413735,0.877753059,4.214956055,11.00110599,0.249699754
3.721417236,11.25485087,0.958667459,4.327485352,11.25153162,0.134694891,3.63732605,11.25472066,0.863227471,4.305774536,11.25140977,0.154830822,3.648640137,11.25458276,0.869090212,4.260518188,11.25140286,0.194727669,3.677078247,11.25423286,0.876834603,4.213427124,11.25112732,0.250617938
3.721723022,11.50495821,0.95774896,4.323815918,11.5015669,0.135613126,3.637631836,11.50482533,0.862308982,4.302105103,11.50144055,0.15574904,3.649251709,11.50468441,0.868171734,4.258683472,11.50143342,0.195645886,3.677689819,11.50432721,0.875916152,4.212203979,11.50113343,0.251536065
3.722028809,11.7550664,0.956830458,4.320452271,11.75160179,0.136531359,3.638243408,11.75493032,0.861390491,4.299047241,11.75147273,0.156667263,3.649557495,11.75478522,0.867253258,4.256848755,11.75146369,0.196564102,3.677689819,11.75442133,0.874997701,4.210980835,11.75116998,0.252454304
3.722028809,12.00517492,0.955911954,4.316477051,12.00163619,0.13744959,3.638549194,12.00503535,0.860472,4.296295166,12.00150412,0.157585484,3.650169067,12.0048875,0.866334778,4.25409668,12.00149521,0.197482323,3.678301392,12.00451642,0.874079247,4.20975769,12.00120653,0.253372544
3.722334595,12.25528263,0.954993453,4.313113403,12.25167094,0.138367823,3.63885498,12.25514103,0.859553507,4.293237305,12.25153533,0.158503703,3.650474854,12.2549893,0.865416299,4.252261963,12.25152768,0.198400547,3.678301392,12.25461213,0.87316079,4.208840332,12.25124308,0.254290783
3.722334595,12.50538941,0.954074956,4.310055542,12.50170497,0.139286053,3.639466553,12.5052466,0.858635014,4.290485229,12.50156763,0.159421927,3.650474854,12.50509106,0.86449782,4.250427246,12.50155873,0.199318766,3.678912964,12.50470786,0.872242334,4.207617188,12.50127963,0.255209022
3.722946167,12.7554964,0.953156458,4.306691895,12.75173695,0.140204275,3.639772339,12.75535044,0.857716528,4.287121582,12.7515994,0.160340149,3.651086426,12.75519416,0.863579337,4.248592529,12.75159019,0.200236987,3.67921875,12.75480382,0.871323876,4.206394043,12.75130096,0.256127206
3.722640381,13.00560322,0.952237961,4.303022461,13.00177001,0.141122502,3.640383911,13.00545496,0.856798039,4.284981079,13.00163135,0.161258371,3.651086426,13.0052964,0.862660856,4.246452026,13.00162104,0.201155205,3.679830322,13.00490003,0.870405418,4.205170898,13.00133751,0.257045445
3.723251953,13.25571058,0.951319462,4.299658813,13.25180205,0.142040724,3.640383911,13.25556024,0.855879547,4.281617432,13.25166366,0.162176595,3.651697998,13.25539747,0.86174238,4.24461731,13.25165328,0.202073428,3.680136108,13.25499494,0.869486964,4.203947754,13.25137406,0.257963684
3.723557739,13.50581742,0.950400964,4.296906738,13.50183408,0.142958947,3.640995483,13.50566524,0.854961057,4.279476929,13.50169612,0.163094819,3.652003784,13.50549909,0.860823902,4.242782593,13.50168455,0.202991648,3.680441895,13.50509149,0.868568505,4.203030396,13.50141061,0.258881923
3.723863525,13.75592407,0.949482468,4.293848877,13.75186593,0.143877169,3.641607056,13.75577,0.854042567,4.276419067,13.75172852,0.164013043,3.652921143,13.75560054,0.859905424,4.240947876,13.75171556,0.203909867,3.680441895,13.75518688,0.867650049,4.202113037,13.75143195,0.259800107
3.723557739,14.00603104,0.94856397,4.290485229,14.00189947,0.144795397,3.641912842,14.00587506,0.853124076,4.274278564,14.00175993,0.164931263,3.652921143,14.0057018,0.858986947,4.239113159,14.00174669,0.204828087,3.681359253,14.00528277,0.866731592,4.201195679,14.00145328,0.26071829
3.723863525,14.25613675,0.947645476,4.288344727,14.25193306,0.145713626,3.642524414,14.25597946,0.852205588,4.271526489,14.25179316,0.16584949,3.653226929,14.25580235,0.858068473,4.237278442,14.25177709,0.205746303,3.681359253,14.25537843,0.865813136,4.20027832,14.25145939,0.261636418
3.724475098,14.50624424,0.946726977,4.284981079,14.50196668,0.146631854,3.643135986,14.50608425,0.851287098,4.268774414,14.50182594,0.166767716,3.653838501,14.50590275,0.857149999,4.235443726,14.50180819,0.206664523,3.681053467,14.505473,0.864894683,4.199360962,14.50148072,0.262554601
3.724169312,14.75635073,0.945808481,4.281923218,14.75200057,0.147550084,3.643441772,14.75618873,0.850368609,4.266939697,14.751858,0.167685939,3.654144287,14.75600292,0.856231526,4.234526367,14.75183937,0.207582742,3.682276611,14.75556837,0.863976228,4.19874939,14.75150205,0.263472784
3.724780884,15.00645723,0.944889984,4.279171143,15.00203384,0.148468311,3.643747559,15.00629275,0.849450122,4.264799194,15.001889,0.168604158,3.654755859,15.00610367,0.855313051,4.23269165,15.00187167,0.208500966,3.682582397,15.00566447,0.86305777,4.197526245,15.00152338,0.264390968
3.724780884,15.2565644,0.943971486,4.276724854,15.25206674,0.149386537,3.644053345,15.25639812,0.84853163,4.262047119,15.2519212,0.169522381,3.655367432,15.25620394,0.854394578,4.231468506,15.25190372,0.209419188,3.682888184,15.25576029,0.862139313,4.196608887,15.25155993,0.265309207
3.724780884,15.50667153,0.943052987,4.273972778,15.50209968,0.150304763,3.644664917,15.50650325,0.847613139,4.260212402,15.50195251,0.170440601,3.655673218,15.50630516,0.853476101,4.229939575,15.5019346,0.210337407,3.68319397,15.50585591,0.861220857,4.196303101,15.50155083,0.266227278
3.725392456,15.75677789,0.942134492,4.271526489,15.75213319,0.151222991,3.645276489,15.7566071,0.846694653,4.257766113,15.75198411,0.171358822,3.655979004,15.75640727,0.852557621,4.228410645,15.75196524,0.211255624,3.683805542,15.75595054,0.860302405,4.195079956,15.75158738,0.267145518
3.725392456,16.00688527,0.941215992,4.268774414,16.00216679,0.152141219,3.645582275,16.00671007,0.845776169,4.255931396,16.00201565,0.172277043,3.656590576,16.00650775,0.851639147,4.226881714,16.00199556,0.212173841,3.684111328,16.00604652,0.859383947,4.194162598,16.00162393,0.268063757
3.725392456,16.25699214,0.940297495,4.266633911,16.25219935,0.153059444,3.646193848,16.25681345,0.844857685,4.253790894,16.25204663,0.173195262,3.656896362,16.25660995,0.850720667,4.225658569,16.25202609,0.213092058,3.684417114,16.25614128,0.858465494,4.193245239,16.25166048,0.268981996
3.725698242,16.50709922,0.939378997,4.264187622,16.50223192,0.153977668,3.646499634,16.50691847,0.843939194,4.251956177,16.50207742,0.17411348,3.657507935,16.50671139,0.849802189,4.223823853,16.50205809,0.214010281,3.685028687,16.50623623,0.85754704,4.192633667,16.50168181,0.26990018
3.726004028,16.75720742,0.938460494,4.262047119,16.75226546,0.154895897,3.647416992,16.75702338,0.843020704,4.249509888,16.75210932,0.175031702,3.658425293,16.7568129,0.848883711,4.222600708,16.75209009,0.214928503,3.685334473,16.75633186,0.856628584,4.192022095,16.75168792,0.270818307
3.726309814,17.00731432,0.937541997,4.25960083,17.00229846,0.155814123,3.647722778,17.00712872,0.842102212,4.248286743,17.00214021,0.17594992,3.658425293,17.00691513,0.847965231,4.221071777,17.00212227,0.215846726,3.685946045,17.0064273,0.855710129,4.19079895,17.00172447,0.271736546
3.726309814,17.25742169,0.936623497,4.257154541,17.25233203,0.156732351,3.648334351,17.25723364,0.841183721,4.24614624,17.252172,0.176868142,3.659036865,17.25701741,0.84704675,4.220154419,17.25215346,0.216764946,3.686557617,17.25652262,0.854791673,4.190493164,17.25176102,0.272654786
3.727227173,17.50752865,0.935704999,4.25562561,17.50236493,0.157650577,3.648945923,17.50733795,0.840265233,4.244311523,17.50220495,0.177786368,3.659342651,17.50712009,0.846128268,4.218625488,17.50218468,0.217683166,3.686863403,17.50661778,0.853873219,4.189575806,17.50178235,0.273572969
3.726921387,17.75763556,0.934786502,4.253179321,17.75239766,0.158568802,3.649557495,17.75744268,0.839346744,4.242782593,17.75223776,0.178704594,3.659648438,17.75722291,0.845209785,4.217402344,17.7522166,0.218601388,3.687474976,17.75671338,0.852954763,4.188658447,17.7518189,0.274491208
3.727532959,18.00774287,0.933868003,4.251038818,18.00243105,0.15948703,3.649863281,18.00754776,0.838428253,4.240947876,18.00226999,0.179622817,3.66026001,18.00732626,0.844291301,4.216790771,18.00224826,0.219519609,3.687780762,18.00680906,0.852036306,4.188352661,18.00185545,0.275409447
3.727227173,18.25784965,0.932949506,4.249509888,18.25246418,0.160405257,3.650474854,18.25765228,0.837509764,4.239724731,18.25230182,0.180541039,3.660565796,18.25742922,0.843372818,4.215567627,18.25227936,0.220437828,3.688086548,18.25690375,0.851117854,4.187741089,18.25187679,0.276327631
3.727532959,18.50795633,0.932031009,4.247369385,18.50249694,0.161323482,3.65078064,18.50775728,0.836591273,4.237278442,18.50233376,0.181459261,3.661483154,18.5075309,0.842454339,4.214344482,18.5023092,0.221356043,3.688392334,18.50699869,0.8501994,4.187129517,18.50191334,0.27724587
3.728144531,18.75806382,0.931112509,4.245534668,18.75252891,0.162241704,3.651392212,18.75786196,0.835672784,4.236055298,18.75236566,0.182377484,3.66178894,18.75763307,0.841535859,4.21373291,18.75233966,0.22227426,3.689003906,18.75709338,0.849280947,4.186212158,18.75193467,0.278164054
3.728144531,19.00817058,0.930194012,4.243394165,19.00256152,0.163159929,3.652003784,19.00796646,0.834754295,4.234526367,19.00239895,0.183295711,3.662400513,19.00773567,0.840617377,4.212509766,19.00237229,0.223192485,3.689615479,19.00718856,0.848362493,4.185906372,19.00197122,0.279082293
3.728144531,19.25827835,0.929275511,4.241865234,19.2525941,0.164078154,3.652615356,19.25807066,0.833835807,4.233303223,19.25243198,0.184213937,3.663012085,19.25783762,0.839698898,4.211592407,19.25240325,0.224110703,3.690227051,19.25728431,0.847444036,4.184989014,19.25200777,0.280000532
3.728450317,19.50838524,0.928357013,4.240336304,19.50262682,0.164996379,3.652921143,19.50817331,0.832917325,4.231774292,19.50246425,0.185132161,3.663929443,19.50794102,0.838780413,4.210369263,19.50243427,0.225028922,3.690838623,19.50738037,0.846525578,4.184071655,19.50204432,0.280918771
3.728450317,19.75849321,0.927438512,4.237890015,19.7526597,0.165914605,3.653532715,19.75827755,0.831998837,4.230245361,19.75249634,0.186050384,3.664235229,19.75804319,0.837861933,4.209451904,19.75246523,0.225947141,3.690838623,19.75747716,0.845607118,4.183765869,19.75206565,0.281836955
3.728756104,20.00860004,0.926520015,4.23666687,20.00269171,0.166832827,3.653838501,20.00838069,0.831080354,4.229328003,20.00252835,0.186968606,3.664541016,20.00814542,0.836943452,4.208534546,20.00249674,0.226865362,3.691450195,20.00757135,0.844688667,4.183154297,20.00208698,0.282755138
3.72906189,20.25870687,0.925601517,4.235137939,20.25272363,0.16775105,3.654450073,20.25848333,0.830161872,4.227799072,20.25255992,0.187886827,3.665152588,20.258248,0.836024971,4.207005615,20.25252758,0.22778358,3.692061768,20.25766634,0.843770213,4.182848511,20.25212353,0.283673377
3.72906189,20.50881464,0.924683016,4.233914795,20.50275694,0.168669277,3.655061646,20.50858852,0.82924338,4.226575928,20.50259158,0.188805048,3.66576416,20.50835115,0.835106487,4.206394043,20.50255994,0.228701804,3.692367554,20.50776156,0.842851758,4.182236938,20.50214486,0.284591561
3.729367676,20.75892246,0.923764515,4.232080078,20.75278995,0.169587503,3.655367432,20.75869221,0.828324895,4.225352783,20.75262232,0.189723266,3.666069946,20.75845414,0.834188004,4.205782471,20.75259273,0.229620029,3.693284912,20.75785597,0.841933306,4.181625366,20.75219663,0.285509856
3.72906189,21.0090301,0.922846015,4.230856934,21.00282224,0.170505727,3.655979004,21.00879718,0.827406404,4.224129639,21.00265311,0.190641484,3.666375732,21.00855643,0.833269523,4.204865112,21.0026255,0.230538255,3.693284912,21.007951,0.841014852,4.181013794,21.00221796,0.286428039
3.729367676,21.25913787,0.921927514,4.229328003,21.25285491,0.171423952,3.656590576,21.25890206,0.826487914,4.222600708,21.25268384,0.191559702,3.667598877,21.25865915,0.832351041,4.203947754,21.25265802,0.231456479,3.694202271,21.25804637,0.840096397,4.180402222,21.25225451,0.287346278
3.729979248,21.50924468,0.921009017,4.227799072,21.50288698,0.172342175,3.657507935,21.50900658,0.825569425,4.221377563,21.50271415,0.192477919,3.667598877,21.50876181,0.831432559,4.203336182,21.50269205,0.232374709,3.694508057,21.50814123,0.839177944,4.179790649,21.50226063,0.288264406
3.730285034,21.75935302,0.920090514,4.226575928,21.75291849,0.173260395,3.657813721,21.75911076,0.824650937,4.220460205,21.75274487,0.193396137,3.668516235,21.75886527,0.830514074,4.202418823,21.75272657,0.233292941,3.695425415,21.75823812,0.838259483,4.179790649,21.75229718,0.289182645
3.73059082,22.0094617,0.91917201,4.225046997,22.00294979,0.174178615,3.658425293,22.00921629,0.823732445,4.219542847,22.00277549,0.194314354,3.669127808,22.0089687,0.829595589,4.201807251,22.00276071,0.234211172,3.695731201,22.00833386,0.837341026,4.179179077,22.00231851,0.290100829
3.730285034,22.25956908,0.918253511,4.224129639,22.25298152,0.175096837,3.659036865,22.25932154,0.822813953,4.218319702,22.25280753,0.195232577,3.670045166,22.25907177,0.828677105,4.200889893,22.25279421,0.2351294,3.696954346,22.25842869,0.836422573,4.178567505,22.25233984,0.291019012
3.730285034,22.50967697,0.917335009,4.222600708,22.50301365,0.17601506,3.659342651,22.50942653,0.821895463,4.216790771,22.50283913,0.196150798,3.66973938,22.50917516,0.82775862,4.20027832,22.50282719,0.236047626,3.697260132,22.50852377,0.835504119,4.178261719,22.50236117,0.291937195
3.731202393,22.75978556,0.916416505,4.221377563,22.75304649,0.176933286,3.659954224,22.75953292,0.820976967,4.216484985,22.75287032,0.197069017,3.670962524,22.75927853,0.826840136,4.199360962,22.75286076,0.236965854,3.697565918,22.75861939,0.834585663,4.177650146,22.7523825,0.292855379
3.730896606,23.00989407,0.915498002,4.219848633,23.00307767,0.177851505,3.660565796,23.00963858,0.820058474,4.215261841,23.00290112,0.197987235,3.671574097,23.0093811,0.825921654,4.19874939,23.00289446,0.237884083,3.698483276,23.00871605,0.833667203,4.17734436,23.00238861,0.293773506
3.731202393,23.26000242,0.914579499,4.218931274,23.25310906,0.178769726,3.661483154,23.25974282,0.819139986,4.214038696,23.25293276,0.198905457,3.672185669,23.25948345,0.825003173,4.197832031,23.25292845,0.238802313,3.699094849,23.25881187,0.832748746,4.176732788,23.25242516,0.294691745
3.731508179,23.51010935,0.913661001,4.218013916,23.50313985,0.179687944,3.66178894,23.50984672,0.818221499,4.213121338,23.50296327,0.199823674,3.672491455,23.50958453,0.824084697,4.197220459,23.5029618,0.23972054,3.699400635,23.50890787,0.831830288,4.176427002,23.5024465,0.295609929
